Paper ID,Section,Paragraph ID,Line ID,News URL,News ID,DOI,id,Paper Context,News Context,Paper Finding,News Finding,Matching?,Similarity score,Notes,text
2669942.0,High-Q Cavity Design,19.0,1.0,http://www.sciencedaily.com/releases/2014/02/140220095031.htm?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+sciencedaily+%28Latest+Science+News+--+ScienceDaily%29,9.0,10.1073/pnas.1400184111,110,"Designing the laser's high-Q integral resonator is constrained by its role in determining the oscillation frequency and the longitudinal mode profile. To maximize the resonator Q, subject to these constraints, it is instructive to separate Q Si conceptually into its constituent optical loss mechanisms (13): Losses due to radiation ðQ","The laser's increased spectral purity directly translated into a larger information bandwidth of the laser beam and longer possible transmission distances in the optical fiber -- with the result that more information could be carried farther and faster than ever before. At the time, this unprecedented spectral purity was a direct consequence of the incorporation of a nanoscale corrugation within the multilayered structure of the laser. The washboard-like surface acted as a sort of internal filter, discriminating against spurious ""noisy"" waves contaminating the ideal wave frequency.","To maximize the resonator Q, subject to these constraints, it is instructive to separate Q Si conceptually into its constituent optical loss mechanisms (13):","At the time, this unprecedented spectral purity was a direct consequence of the incorporation of a nanoscale corrugation within the multilayered structure of the laser.",False,0.2918751836,,"{'News': '<span data-toggle=""tooltip"" data-html=""true"" data-placement=""top"" title=""The laser\'s increased spectral purity directly translated into a larger information bandwidth of the laser beam and longer possible transmission distances in the optical fiber -- with the result that more information could be carried farther and faster than ever before. At the time, this unprecedented spectral purity was a direct consequence of the incorporation of a nanoscale corrugation within the multilayered structure of the laser. The washboard-like surface acted as a sort of internal filter, discriminating against spurious ""noisy"" waves contaminating the ideal wave frequency."">At the time, this unprecedented spectral purity was a direct consequence of the incorporation of a nanoscale corrugation within the multilayered structure of the laser.</span>', 'Paper': '<span data-toggle=""tooltip"" data-html=""true"" data-placement=""top"" title=""Designing the laser\'s high-Q integral resonator is constrained by its role in determining the oscillation frequency and the longitudinal mode profile. To maximize the resonator Q, subject to these constraints, it is instructive to separate Q Si conceptually into its constituent optical loss mechanisms (13): Losses due to radiation ðQ"">To maximize the resonator Q, subject to these constraints, it is instructive to separate Q Si conceptually into its constituent optical loss mechanisms (13):</span>'}"
1434874.0,Xist spreading to active genes depends on its silencing domain,25.0,3.0,http://www.sciencedaily.com/releases/2013/07/130705212230.htm?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+sciencedaily+%28ScienceDaily%3A+Latest+Science+News%29,28.0,10.1126/science.1237973,111,"5A,B) . The level of Xist occupancy across active genes roughly reflected the level of expression in ES cells, with highly transcribed genes showing the lowest Xist occupancy (Pearson's correlation = -0.33, Fig. S11B ).","The researchers found that a specific region of Xist, known as the A-repeat domain, that is known to be vital for the lncRNA's ability to silence X-chromosome genes is also needed to pull in all the genes that it needs to silence. When the researchers deleted the domain, the X chromosome did not become inactivated, because the silencing compartment did not form. One of the most exciting aspects of the new research, Guttman says, is that it has implications beyond just explaining how Xist works.","The level of Xist occupancy across active genes roughly reflected the level of expression in ES cells, with highly transcribed genes showing the lowest Xist occupancy (Pearson's correlation = -0.33, Fig.","When the researchers deleted the domain, the X chromosome did not become inactivated, because the silencing compartment did not form.",False,0.2875184119,,"{'News': '<span data-toggle=""tooltip"" data-html=""true"" data-placement=""top"" title=""The researchers found that a specific region of Xist, known as the A-repeat domain, that is known to be vital for the lncRNA\'s ability to silence X-chromosome genes is also needed to pull in all the genes that it needs to silence. When the researchers deleted the domain, the X chromosome did not become inactivated, because the silencing compartment did not form. One of the most exciting aspects of the new research, Guttman says, is that it has implications beyond just explaining how Xist works."">When the researchers deleted the domain, the X chromosome did not become inactivated, because the silencing compartment did not form.</span>', 'Paper': '<span data-toggle=""tooltip"" data-html=""true"" data-placement=""top"" title=""5A,B) . The level of Xist occupancy across active genes roughly reflected the level of expression in ES cells, with highly transcribed genes showing the lowest Xist occupancy (Pearson\'s correlation = -0.33, Fig. S11B )."">The level of Xist occupancy across active genes roughly reflected the level of expression in ES cells, with highly transcribed genes showing the lowest Xist occupancy (Pearson\'s correlation = -0.33, Fig.</span>'}"
24816670.0,,9.0,1.0,http://www.scientificamerican.com/article/a-team-member-reveals-what-it-took-to-get-probe-to-pluto/,16.0,10.1006/icar.1997.5709,112,"are no other important absorbers in the Earth's atmosphere at these We did not include H 2 O, CO, or CO 2 , whose lines in this region are wavelengths. The solar lines we observed in the standards are broader 100-1000 times weaker than the CH 4 lines. No other molecules from the than the solar lines from the KPNO atlas, perhaps because the observa-HITRAN database had lines listed in this region, including N 2 , C 2 H 2 , tions for the KPNO atlas were of the center of the solar disk, while we or C 2 H 6 .","So little was known about the atmosphere at the time that you could get a computer model to predict just about anything. But after those stellar occultations revealed its unexpected atmosphere, I was hooked on Pluto atmosphere research. I focused on the planet's chemistry.",The solar lines we observed in the standards are broader 100-1000 times weaker than the CH 4 lines.,"But after those stellar occultations revealed its unexpected atmosphere, I was hooked on Pluto atmosphere research.",False,0.2827087343,,"{'News': '<span data-toggle=""tooltip"" data-html=""true"" data-placement=""top"" title=""So little was known about the atmosphere at the time that you could get a computer model to predict just about anything. But after those stellar occultations revealed its unexpected atmosphere, I was hooked on Pluto atmosphere research. I focused on the planet\'s chemistry."">But after those stellar occultations revealed its unexpected atmosphere, I was hooked on Pluto atmosphere research.</span>', 'Paper': '<span data-toggle=""tooltip"" data-html=""true"" data-placement=""top"" title=""are no other important absorbers in the Earth\'s atmosphere at these We did not include H 2 O, CO, or CO 2 , whose lines in this region are wavelengths. The solar lines we observed in the standards are broader 100-1000 times weaker than the CH 4 lines. No other molecules from the than the solar lines from the KPNO atlas, perhaps because the observa-HITRAN database had lines listed in this region, including N 2 , C 2 H 2 , tions for the KPNO atlas were of the center of the solar disk, while we or C 2 H 6 ."">The solar lines we observed in the standards are broader 100-1000 times weaker than the CH 4 lines.</span>'}"
25115951.0,Discussion,22.0,0.0,http://ct.moreover.com/?a=34612105223&p=1pl&v=1&x=ZML-98OfCDRtz_WfrGcLMw,27.0,10.1080/00224499.2013.843148,113,"Finally, we investigated the link between communication and condom use among sexually active youth. Consistent with previous work , we found that sexual communication in early dating relationships was infrequent: More than half of youth reported they had not discussed any of six sexual health topics with their dating partners (i.e., condoms, birth control, STDs, HIV=AIDS, pregnancy, or abstinence). In addition, 29% of youth reported they had not discussed any of these topics with their parents, and 25% reported they had not done so with their best friends.","Responding to surveys conducted by the National Campaign to Prevent Teen and Unplanned Pregnancy, teens report that their parents have the greatest influence over their decisions about sex. Parents ranked higher than friends, siblings or the media! The majority of teens say they have similar values to their parents when it comes to sex, and they would like to be able to speak openly and honestly with them about the topic.","Consistent with previous work , we found that sexual communication in early dating relationships was infrequent: More than half of youth reported they had not discussed any of six sexual health topics with their dating partners (i.e., condoms, birth control, STDs, HIV=AIDS, pregnancy, or abstinence).","Parents ranked higher than friends, siblings or the media!",False,0.2807224393,,"{'News': '<span data-toggle=""tooltip"" data-html=""true"" data-placement=""top"" title=""Responding to surveys conducted by the National Campaign to Prevent Teen and Unplanned Pregnancy, teens report that their parents have the greatest influence over their decisions about sex. Parents ranked higher than friends, siblings or the media! The majority of teens say they have similar values to their parents when it comes to sex, and they would like to be able to speak openly and honestly with them about the topic."">Parents ranked higher than friends, siblings or the media!</span>', 'Paper': '<span data-toggle=""tooltip"" data-html=""true"" data-placement=""top"" title=""Finally, we investigated the link between communication and condom use among sexually active youth. Consistent with previous work , we found that sexual communication in early dating relationships was infrequent: More than half of youth reported they had not discussed any of six sexual health topics with their dating partners (i.e., condoms, birth control, STDs, HIV=AIDS, pregnancy, or abstinence). In addition, 29% of youth reported they had not discussed any of these topics with their parents, and 25% reported they had not done so with their best friends."">Consistent with previous work , we found that sexual communication in early dating relationships was infrequent: More than half of youth reported they had not discussed any of six sexual health topics with their dating partners (i.e., condoms, birth control, STDs, HIV=AIDS, pregnancy, or abstinence).</span>'}"
4167494.0,|0,6.0,2.0,http://ct.moreover.com/?a=33939932415&p=1pl&v=1&x=zrcpTPLapkXZCdKEblN2Xw,66.0,10.1038/s41567-018-0124-x,114,"In analogy with classical Lyapunov exponents, a signature of quantum chaos is the decrease of the overlap | ψ t |ψ t | 2 of the quantum state |ψ t with the state |ψ t resulting from a small perturbation to the Hamiltonian that evolves |ψ t [4, 5, 8, 9] . The overlap decreases exponentially in the evolution time t and because chaotic evolutions give rise to delocalization of quantum states [6, 7] . Such states are closely related to ensembles of random unitary matrices studied in random matrix theory [6, , they possess no symmetries, and are spread over Hilbert space.","In other words, if I measure the error rate of the gates (or, more precisely, the fidelity) in my circuit, I can use those measurements to recognize the difference between chaos and noise. In fact, the researchers show that this concept of entropy differences can also be used to identify when a circuit goes beyond the computational power of a classical model. And this is where their prediction of 49 qubits with a depth of 40 comes from.","The overlap decreases exponentially in the evolution time t and because chaotic evolutions give rise to delocalization of quantum states [6, 7] .","In fact, the researchers show that this concept of entropy differences can also be used to identify when a circuit goes beyond the computational power of a classical model.",False,0.277964294,,"{'News': '<span data-toggle=""tooltip"" data-html=""true"" data-placement=""top"" title=""In other words, if I measure the error rate of the gates (or, more precisely, the fidelity) in my circuit, I can use those measurements to recognize the difference between chaos and noise. In fact, the researchers show that this concept of entropy differences can also be used to identify when a circuit goes beyond the computational power of a classical model. And this is where their prediction of 49 qubits with a depth of 40 comes from."">In fact, the researchers show that this concept of entropy differences can also be used to identify when a circuit goes beyond the computational power of a classical model.</span>', 'Paper': '<span data-toggle=""tooltip"" data-html=""true"" data-placement=""top"" title=""In analogy with classical Lyapunov exponents, a signature of quantum chaos is the decrease of the overlap | ψ t |ψ t | 2 of the quantum state |ψ t with the state |ψ t resulting from a small perturbation to the Hamiltonian that evolves |ψ t [4, 5, 8, 9] . The overlap decreases exponentially in the evolution time t and because chaotic evolutions give rise to delocalization of quantum states [6, 7] . Such states are closely related to ensembles of random unitary matrices studied in random matrix theory [6, , they possess no symmetries, and are spread over Hilbert space."">The overlap decreases exponentially in the evolution time t and because chaotic evolutions give rise to delocalization of quantum states [6, 7] .</span>'}"
1434874.0,Introduction,3.0,2.0,http://www.sciencedaily.com/releases/2013/07/130705212230.htm?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+sciencedaily+%28ScienceDaily%3A+Latest+Science+News%29,31.0,10.1126/science.1237973,115,"Using this method, we explored Xist localization during initiation and maintenance of XCI. During maintenance, Xist localized broadly across the entire Xchromosome, lacking focal binding sites. During initiation of XCI, Xist transferred directly from its transcription locus to distal sites across the X-chromosome that are defined not by specific sequences but by their spatial proximity in the nucleus to the Xist transcription locus.","""In our paper, we talk a lot about Xist, but these results are likely to be general to other lncRNAs,"" he says. He adds that the work provides one of the first direct pieces of evidence to explain what makes lncRNAs special. ""LncRNAs, unlike proteins, really can use their genomic information -- their context, their location -- to act, to bring together targets,"" he says.","During maintenance, Xist localized broadly across the entire Xchromosome, lacking focal binding sites.",He adds that the work provides one of the first direct pieces of evidence to explain what makes lncRNAs special.,False,0.2756633461,,"{'News': '<span data-toggle=""tooltip"" data-html=""true"" data-placement=""top"" title=""""In our paper, we talk a lot about Xist, but these results are likely to be general to other lncRNAs,"" he says. He adds that the work provides one of the first direct pieces of evidence to explain what makes lncRNAs special. ""LncRNAs, unlike proteins, really can use their genomic information -- their context, their location -- to act, to bring together targets,"" he says."">He adds that the work provides one of the first direct pieces of evidence to explain what makes lncRNAs special.</span>', 'Paper': '<span data-toggle=""tooltip"" data-html=""true"" data-placement=""top"" title=""Using this method, we explored Xist localization during initiation and maintenance of XCI. During maintenance, Xist localized broadly across the entire Xchromosome, lacking focal binding sites. During initiation of XCI, Xist transferred directly from its transcription locus to distal sites across the X-chromosome that are defined not by specific sequences but by their spatial proximity in the nucleus to the Xist transcription locus."">During maintenance, Xist localized broadly across the entire Xchromosome, lacking focal binding sites.</span>'}"
195680861.0,Influence of SNP rs4803217 in the 3′ UTR of IFNL3 mRNA,13.0,1.0,http://www.sciencedaily.com/releases/2014/02/140210095412.htm?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+sciencedaily+%28Latest+Science+News+--+ScienceDaily%29,29.0,10.1038/ni.2758,116,"We cotransfected HepG2 cells with miR-208b, miR-499a-5p or negative control mimics and with luciferase reporter constructs containing the IFNL3-T, IFNL3-G or IFNL2 3′ UTR. Both miR-208b and miR-499a-5p significantly reduced the luciferase activity of the IFNL3-T 3′ UTR but not the IFNL3-G 3′ UTR, relative to that of cells transfected with the negative control mimics ( Fig. 2e) .","Adding support to this suggestion is the researchers' observation that the bad-acting microRNAs in question could not land on and repress interferon lambda-3, if the host carried the favorable ""G"" variant. In those cases, the host is able to escape adverse regulation by HCV, the researchers observed. Savan pointed out that this particular escape variant has been found only in humans, and not in other primates.","Both miR-208b and miR-499a-5p significantly reduced the luciferase activity of the IFNL3-T 3′ UTR but not the IFNL3-G 3′ UTR, relative to that of cells transfected with the negative control mimics ( Fig.","In those cases, the host is able to escape adverse regulation by HCV, the researchers observed.",False,0.2649675608,,"{'News': '<span data-toggle=""tooltip"" data-html=""true"" data-placement=""top"" title=""Adding support to this suggestion is the researchers\' observation that the bad-acting microRNAs in question could not land on and repress interferon lambda-3, if the host carried the favorable ""G"" variant. In those cases, the host is able to escape adverse regulation by HCV, the researchers observed. Savan pointed out that this particular escape variant has been found only in humans, and not in other primates."">In those cases, the host is able to escape adverse regulation by HCV, the researchers observed.</span>', 'Paper': '<span data-toggle=""tooltip"" data-html=""true"" data-placement=""top"" title=""We cotransfected HepG2 cells with miR-208b, miR-499a-5p or negative control mimics and with luciferase reporter constructs containing the IFNL3-T, IFNL3-G or IFNL2 3′ UTR. Both miR-208b and miR-499a-5p significantly reduced the luciferase activity of the IFNL3-T 3′ UTR but not the IFNL3-G 3′ UTR, relative to that of cells transfected with the negative control mimics ( Fig. 2e) ."">Both miR-208b and miR-499a-5p significantly reduced the luciferase activity of the IFNL3-T 3′ UTR but not the IFNL3-G 3′ UTR, relative to that of cells transfected with the negative control mimics ( Fig.</span>'}"
6094131.0,"Frequency, Duration, and Modality of Use",25.0,1.0,http://ct.moreover.com/?a=37293339960&p=1pl&v=1&x=RCCJULYMWTdZ98F4qMbiDQ,18.0,10.1542/peds.2013-3703,117,"Absorption was not necessarily related to continuous use; it could occur intermittently orat the end of meals, when many caregivers took out their device while the children were still eating or the caregiver appeared bored (n = 8). Phone calls could be absorbing, but caregivers usually maintained some eye contact with children during these calls, which did not last through entire meals as texting or swiping could. A lesser degree of absorption was exhibited when caregivers used their device for brief, intermittent periods, such as quickly checking their device, typing or texting for a brief time, or responding to phone calls but then putting the device away (n = 9).","Second-grader's essay

Our brains make us do it. That's because all those mobile alerts, notifications and online search results give us a sense of reward and surprise whenever we see them cross that little screen. This feeling triggers the brain to produce dopamine, the chemical that causes us to seek out food, sex and drugs -- and leads to addictive behavior.","Phone calls could be absorbing, but caregivers usually maintained some eye contact with children during these calls, which did not last through entire meals as texting or swiping could.","That's because all those mobile alerts, notifications and online search results give us a sense of reward and surprise whenever we see them cross that little screen.",False,0.2618412971,,"{'News': '<span data-toggle=""tooltip"" data-html=""true"" data-placement=""top"" title=""Second-grader\'s essay\n\nOur brains make us do it. That\'s because all those mobile alerts, notifications and online search results give us a sense of reward and surprise whenever we see them cross that little screen. This feeling triggers the brain to produce dopamine, the chemical that causes us to seek out food, sex and drugs -- and leads to addictive behavior."">That\'s because all those mobile alerts, notifications and online search results give us a sense of reward and surprise whenever we see them cross that little screen.</span>', 'Paper': '<span data-toggle=""tooltip"" data-html=""true"" data-placement=""top"" title=""Absorption was not necessarily related to continuous use; it could occur intermittently orat the end of meals, when many caregivers took out their device while the children were still eating or the caregiver appeared bored (n = 8). Phone calls could be absorbing, but caregivers usually maintained some eye contact with children during these calls, which did not last through entire meals as texting or swiping could. A lesser degree of absorption was exhibited when caregivers used their device for brief, intermittent periods, such as quickly checking their device, typing or texting for a brief time, or responding to phone calls but then putting the device away (n = 9)."">Phone calls could be absorbing, but caregivers usually maintained some eye contact with children during these calls, which did not last through entire meals as texting or swiping could.</span>'}"
3108716.0,Discussion,13.0,0.0,http://www.sciencedaily.com/releases/2015/02/150210132905.htm?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+sciencedaily+%28Latest+Science+News+--+ScienceDaily%29,18.0,10.1098/rsbl.2014.0977,118,"While it is possible that the four-way division is an evolutionary stable strategy (ESS) and in evolutionary balance, it is also possible that the distribution is inherently unstable, because the two sexes are in conflict over the optimal balance between mating and parental investment. Finally, we noted above that 2D : 4D ratios (a biological marker) are slightly more biased towards a promiscuous (unrestricted) strategy than the SOI index (a psychological behavioural index). While the magnitude of the difference is small in each case, the discrepancy suggests that mating strategy inclinations might also be subjected to a modest degree of cultural modification.","This is believed to be the first study of its kind to provide evidence for alternative mating strategies in both men and women. This could mean, for example, that there may be some tendency for like-with-like mating between the types. Where both partners are stable they may be less likely to divorce, whereas unstable pairings have shorter durations.","Finally, we noted above that 2D : 4D ratios (a biological marker) are slightly more biased towards a promiscuous (unrestricted) strategy than the SOI index (a psychological behavioural index).","This could mean, for example, that there may be some tendency for like-with-like mating between the types.",False,0.2601220608,,"{'News': '<span data-toggle=""tooltip"" data-html=""true"" data-placement=""top"" title=""This is believed to be the first study of its kind to provide evidence for alternative mating strategies in both men and women. This could mean, for example, that there may be some tendency for like-with-like mating between the types. Where both partners are stable they may be less likely to divorce, whereas unstable pairings have shorter durations."">This could mean, for example, that there may be some tendency for like-with-like mating between the types.</span>', 'Paper': '<span data-toggle=""tooltip"" data-html=""true"" data-placement=""top"" title=""While it is possible that the four-way division is an evolutionary stable strategy (ESS) and in evolutionary balance, it is also possible that the distribution is inherently unstable, because the two sexes are in conflict over the optimal balance between mating and parental investment. Finally, we noted above that 2D : 4D ratios (a biological marker) are slightly more biased towards a promiscuous (unrestricted) strategy than the SOI index (a psychological behavioural index). While the magnitude of the difference is small in each case, the discrepancy suggests that mating strategy inclinations might also be subjected to a modest degree of cultural modification."">Finally, we noted above that 2D : 4D ratios (a biological marker) are slightly more biased towards a promiscuous (unrestricted) strategy than the SOI index (a psychological behavioural index).</span>'}"
9016105.0,,14.0,1.0,http://www.sciencedaily.com/releases/2014/10/141009154011.htm?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+sciencedaily%2Ftop_news+%28ScienceDaily%3A+Top+News%29,4.0,10.1126/science.1250542,119,"The age structure of a population in the long run is determined by fertility, mortality, and migration. Our analysis emphasizes fertility because it is an important determinant of age structure and because so many governments are encouraging higher fertility as a result of their concerns about population aging. Mortality decline also leads to older populations, but the effects are gradual, and no government has ever proposed slowing mortality decline to avoid population aging.","While governments generally favor higher birth rates to maintain the workforce and tax base needed to fund pensions, health care and other benefits for the elderly, it is typically families that bear the brunt of the cost of having children, the study found. ""Higher fertility imposes large costs on families because it is they, rather than governments, that bear most of the costs of raising children. Also, a growing labor force has to be provided with costly capital such as factories, office buildings, transportation and housing,"" said UC Berkeley demographer Ronald Lee, an author of the far-reaching study to be published Oct. 10 in the journal, Science.",Our analysis emphasizes fertility because it is an important determinant of age structure and because so many governments are encouraging higher fertility as a result of their concerns about population aging.,"""Higher fertility imposes large costs on families because it is they, rather than governments, that bear most of the costs of raising children.",False,0.2567984164,,"{'News': '<span data-toggle=""tooltip"" data-html=""true"" data-placement=""top"" title=""While governments generally favor higher birth rates to maintain the workforce and tax base needed to fund pensions, health care and other benefits for the elderly, it is typically families that bear the brunt of the cost of having children, the study found. ""Higher fertility imposes large costs on families because it is they, rather than governments, that bear most of the costs of raising children. Also, a growing labor force has to be provided with costly capital such as factories, office buildings, transportation and housing,"" said UC Berkeley demographer Ronald Lee, an author of the far-reaching study to be published Oct. 10 in the journal, Science."">""Higher fertility imposes large costs on families because it is they, rather than governments, that bear most of the costs of raising children.</span>', 'Paper': '<span data-toggle=""tooltip"" data-html=""true"" data-placement=""top"" title=""The age structure of a population in the long run is determined by fertility, mortality, and migration. Our analysis emphasizes fertility because it is an important determinant of age structure and because so many governments are encouraging higher fertility as a result of their concerns about population aging. Mortality decline also leads to older populations, but the effects are gradual, and no government has ever proposed slowing mortality decline to avoid population aging."">Our analysis emphasizes fertility because it is an important determinant of age structure and because so many governments are encouraging higher fertility as a result of their concerns about population aging.</span>'}"
8842120.0,Discussion,35.0,0.0,http://www.sciencedaily.com/releases/2013/06/130620214008.htm?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+sciencedaily+%28ScienceDaily%3A+Latest+Science+News%29,6.0,10.1186/cc12796,120,"Consequently, HEMS seemed to influence survival independently of level I treatment. The aforementioned studies revealing survival benefit of HEMS patients could be criticized due to missing clinical data . Difficulties remain in drawing conclusions from on-scene risk prognosis to outcome.","Researchers from hospitals across Germany used information from this register to evaluate the effectiveness of helicopter ambulances. Of 13,000 patients included in the study, a third were transported to hospital by helicopter. These patients tended to be more seriously injured, with chest and abdominal injuries requiring more extensive on-scene treatment.",The aforementioned studies revealing survival benefit of HEMS patients could be criticized due to missing clinical data .,"Of 13,000 patients included in the study, a third were transported to hospital by helicopter.",False,0.2559589744,,"{'News': '<span data-toggle=""tooltip"" data-html=""true"" data-placement=""top"" title=""Researchers from hospitals across Germany used information from this register to evaluate the effectiveness of helicopter ambulances. Of 13,000 patients included in the study, a third were transported to hospital by helicopter. These patients tended to be more seriously injured, with chest and abdominal injuries requiring more extensive on-scene treatment."">Of 13,000 patients included in the study, a third were transported to hospital by helicopter.</span>', 'Paper': '<span data-toggle=""tooltip"" data-html=""true"" data-placement=""top"" title=""Consequently, HEMS seemed to influence survival independently of level I treatment. The aforementioned studies revealing survival benefit of HEMS patients could be criticized due to missing clinical data . Difficulties remain in drawing conclusions from on-scene risk prognosis to outcome."">The aforementioned studies revealing survival benefit of HEMS patients could be criticized due to missing clinical data .</span>'}"
622049.0,Converting voter intent to forecasts,26.0,3.0,http://ct.moreover.com/?a=37600048446&p=1pl&v=1&x=SYH5x0b0rgEJuooUuKfw-w,5.0,10.1016/j.ijforecast.2014.06.001,121,"First, opinion polls (both representative and non-representative ones) only gauge voter preference on the particular day when the poll is conducted, with the question typically phrased as, ""if not yet available, and the 2012 national exit poll does not have enough data to reliably estimate state interactions; 2008 vote is also excluded, as it was not asked in the 2012 exit poll. The ""other"" race category was also dropped as it was not consistently defined across the Xbox and exit poll datasets. Exit Poll Estimates Figure 6 : Two-party Obama support as estimated from the 2012 national exit poll and from the Xbox data on the day before the election, for various two-way interaction demographic subgroups (e.g., 65+ year-old women).","Since then, forecasters and media prognosticators have dissected what went wrong. The finger-pointing almost inevitably landed on public opinion polling, especially at the state level. The polls, critics argued, led modelers and the public to vastly overestimate the likelihood of a Clinton win.","The ""other"" race category was also dropped as it was not consistently defined across the Xbox and exit poll datasets.","The finger-pointing almost inevitably landed on public opinion polling, especially at the state level.",False,0.254868716,,"{'News': '<span data-toggle=""tooltip"" data-html=""true"" data-placement=""top"" title=""Since then, forecasters and media prognosticators have dissected what went wrong. The finger-pointing almost inevitably landed on public opinion polling, especially at the state level. The polls, critics argued, led modelers and the public to vastly overestimate the likelihood of a Clinton win."">The finger-pointing almost inevitably landed on public opinion polling, especially at the state level.</span>', 'Paper': '<span data-toggle=""tooltip"" data-html=""true"" data-placement=""top"" title=""First, opinion polls (both representative and non-representative ones) only gauge voter preference on the particular day when the poll is conducted, with the question typically phrased as, ""if not yet available, and the 2012 national exit poll does not have enough data to reliably estimate state interactions; 2008 vote is also excluded, as it was not asked in the 2012 exit poll. The ""other"" race category was also dropped as it was not consistently defined across the Xbox and exit poll datasets. Exit Poll Estimates Figure 6 : Two-party Obama support as estimated from the 2012 national exit poll and from the Xbox data on the day before the election, for various two-way interaction demographic subgroups (e.g., 65+ year-old women)."">The ""other"" race category was also dropped as it was not consistently defined across the Xbox and exit poll datasets.</span>'}"
362273.0,Stored knowledge effects on memory capacity,109.0,0.0,http://www.businessinsider.com/how-to-improve-memory-2014-12,50.0,10.1167/11.5.4,122,"For the group that saw repeated color pairs, the number of color remembered increased across blocks, nearly doubling the number remembered by the random group by the end of the session. visual coding model used to encode colors and shapes has been built over a lifetime of visual experience that cannot not be overcome in the time course of a single experimental session. However, arbitrary pairings of arbitrary features are unlikely to compete with previously existing associations and might, therefore, lead to faster updating of the coding model used to encode information into working memory.","Last year, researchers reviewed several studies of Pavlovian conditioning, a type of experiment where scientists get a subject to respond to a neutral stimulus, like the sound of a bell, by linking it with an emotional one, like pain or the presence of food. Their review suggests that even simple memories are embedded in a more complex network of recollections, and that triggering even one small piece can help retrieve the whole thing. This might be part of why Pavlov's dogs, for example, understood the sound of the bell to imply the presence of food: rather than creating isolated memories of one or the other, the dogs' brains had linked the two concepts.",visual coding model used to encode colors and shapes has been built over a lifetime of visual experience that cannot not be overcome in the time course of a single experimental session.,"Their review suggests that even simple memories are embedded in a more complex network of recollections, and that triggering even one small piece can help retrieve the whole thing.",False,0.2536912262,,"{'News': '<span data-toggle=""tooltip"" data-html=""true"" data-placement=""top"" title=""Last year, researchers reviewed several studies of Pavlovian conditioning, a type of experiment where scientists get a subject to respond to a neutral stimulus, like the sound of a bell, by linking it with an emotional one, like pain or the presence of food. Their review suggests that even simple memories are embedded in a more complex network of recollections, and that triggering even one small piece can help retrieve the whole thing. This might be part of why Pavlov\'s dogs, for example, understood the sound of the bell to imply the presence of food: rather than creating isolated memories of one or the other, the dogs\' brains had linked the two concepts."">Their review suggests that even simple memories are embedded in a more complex network of recollections, and that triggering even one small piece can help retrieve the whole thing.</span>', 'Paper': '<span data-toggle=""tooltip"" data-html=""true"" data-placement=""top"" title=""For the group that saw repeated color pairs, the number of color remembered increased across blocks, nearly doubling the number remembered by the random group by the end of the session. visual coding model used to encode colors and shapes has been built over a lifetime of visual experience that cannot not be overcome in the time course of a single experimental session. However, arbitrary pairings of arbitrary features are unlikely to compete with previously existing associations and might, therefore, lead to faster updating of the coding model used to encode information into working memory."">visual coding model used to encode colors and shapes has been built over a lifetime of visual experience that cannot not be overcome in the time course of a single experimental session.</span>'}"
4167494.0,|0,9.0,4.0,http://ct.moreover.com/?a=33939932415&p=1pl&v=1&x=zrcpTPLapkXZCdKEblN2Xw,64.0,10.1038/s41567-018-0124-x,123,"(1) with two large parameters m, g 1. Therefore, the ratio of probabilities in Eq. (1) , an experimentally observable quantity, is enormously sensitive to the effective per-gate error rate r. The parameter r can serve as an extremely accurate characterization of the degree of correlation of S exp with the distribution defined by U , and provides a novel tool for benchmarking complex multiqubit quantum circuits.","By measuring the energy of the qubits and comparing it to that expected from the average of randomly assigned qubit states, the circuit performance can be evaluated. The power of the idea is that the imperfections of the quantum circuit can (and are) included in the measurement. In other words, if I measure the error rate of the gates (or, more precisely, the fidelity) in my circuit, I can use those measurements to recognize the difference between chaos and noise.","Therefore, the ratio of probabilities in Eq.",The power of the idea is that the imperfections of the quantum circuit can (and are) included in the measurement.,False,0.2523952127,,"{'News': '<span data-toggle=""tooltip"" data-html=""true"" data-placement=""top"" title=""By measuring the energy of the qubits and comparing it to that expected from the average of randomly assigned qubit states, the circuit performance can be evaluated. The power of the idea is that the imperfections of the quantum circuit can (and are) included in the measurement. In other words, if I measure the error rate of the gates (or, more precisely, the fidelity) in my circuit, I can use those measurements to recognize the difference between chaos and noise."">The power of the idea is that the imperfections of the quantum circuit can (and are) included in the measurement.</span>', 'Paper': '<span data-toggle=""tooltip"" data-html=""true"" data-placement=""top"" title=""(1) with two large parameters m, g 1. Therefore, the ratio of probabilities in Eq. (1) , an experimentally observable quantity, is enormously sensitive to the effective per-gate error rate r. The parameter r can serve as an extremely accurate characterization of the degree of correlation of S exp with the distribution defined by U , and provides a novel tool for benchmarking complex multiqubit quantum circuits."">Therefore, the ratio of probabilities in Eq.</span>'}"
